Orthogroup	athaliana	creinhardtii	esiliculosus	synechocystis	tisochrysis_lutea	Total
OG0002317	0	1	1	0	1	3
OG0002318	0	1	1	0	1	3
OG0002319	0	1	1	0	1	3
OG0002320	0	2	0	0	1	3
OG0002321	0	1	1	0	1	3
OG0002322	0	1	1	0	1	3
OG0002323	0	1	1	0	1	3
OG0002324	0	1	1	0	1	3
OG0002325	0	1	1	0	1	3
OG0002326	0	1	1	0	1	3
OG0002327	0	1	1	0	1	3
OG0002328	0	1	1	0	1	3
OG0002329	0	1	1	0	1	3
OG0002330	0	1	1	0	1	3
OG0002331	0	1	1	0	1	3
OG0002332	0	1	1	0	1	3
OG0002333	0	2	1	0	0	3
OG0002334	0	1	1	0	1	3
OG0002335	0	2	1	0	0	3
OG0002336	0	1	1	0	1	3
OG0002337	0	1	1	0	1	3
OG0002338	0	1	1	0	1	3
OG0002339	0	1	1	0	1	3
OG0002340	0	1	1	0	1	3
OG0002341	0	1	1	0	1	3
OG0002342	0	1	1	0	1	3
OG0002343	0	1	0	1	1	3
OG0002344	0	1	1	0	1	3
OG0002345	0	2	0	0	1	3
OG0002346	0	1	1	0	1	3
OG0002347	0	1	1	0	1	3
OG0002348	0	1	1	0	1	3
OG0002349	0	1	1	0	1	3
OG0002350	0	1	1	0	1	3
OG0002351	0	1	1	0	1	3
OG0002352	0	1	1	0	1	3
OG0002353	0	1	1	0	1	3
OG0002354	0	1	1	0	1	3
OG0002355	0	1	1	0	1	3
OG0002356	0	2	0	0	1	3
OG0002357	0	2	1	0	0	3
OG0002358	0	1	1	0	1	3
OG0002359	0	1	1	0	1	3
OG0002360	0	2	1	0	0	3
OG0002361	0	1	1	0	1	3
OG0002362	0	1	1	0	1	3
OG0002363	0	1	0	0	2	3
OG0002364	0	1	1	0	1	3
OG0002365	0	1	1	0	1	3
OG0002366	0	1	1	0	1	3
OG0002367	0	1	1	0	1	3
OG0002368	0	1	1	0	1	3
OG0002369	0	1	1	0	1	3
OG0002370	0	1	1	0	1	3
OG0002371	0	1	1	0	1	3
OG0002372	0	1	1	0	1	3
OG0002373	0	1	1	0	1	3
OG0002374	0	1	1	0	1	3
OG0002375	0	1	1	0	1	3
OG0002376	0	1	1	0	1	3
OG0002377	0	1	1	0	1	3
OG0002378	0	2	1	0	0	3
OG0002379	0	1	1	0	1	3
OG0002380	0	1	1	0	1	3
OG0002381	0	1	1	0	1	3
OG0002382	0	2	1	0	0	3
OG0002383	0	1	1	0	1	3
OG0002384	0	1	1	0	1	3
OG0002385	0	1	2	0	0	3
OG0002386	0	1	1	0	1	3
OG0002387	0	1	1	0	1	3
OG0002388	0	1	0	0	2	3
OG0002389	0	1	1	0	1	3
OG0002390	0	1	1	0	1	3
OG0002391	0	1	1	0	1	3
OG0002392	0	1	1	0	1	3
OG0002393	0	1	1	0	1	3
OG0002394	0	1	1	0	1	3
OG0002395	0	1	1	0	1	3
OG0002396	0	1	1	0	1	3
OG0002397	0	1	1	0	1	3
OG0002398	0	1	1	0	1	3
OG0002399	0	2	1	0	0	3
OG0002400	0	1	0	1	1	3
OG0002401	0	1	1	0	1	3
OG0002402	0	1	1	0	1	3
OG0002403	0	1	1	0	1	3
OG0002404	0	1	1	0	1	3
OG0002405	0	1	0	1	1	3
OG0002406	0	1	1	0	1	3
OG0002407	0	1	1	0	1	3
OG0002408	0	1	1	0	1	3
OG0002409	0	1	1	0	1	3
OG0002410	0	1	1	1	0	3
OG0002411	0	1	1	0	1	3
OG0002412	0	1	1	0	1	3
OG0002413	0	1	1	0	1	3
OG0002414	0	1	1	0	1	3
OG0002415	0	2	1	0	0	3
OG0002416	0	1	1	0	1	3
OG0002417	0	1	1	0	1	3
OG0002418	0	1	1	0	1	3
OG0002419	0	1	1	0	1	3
OG0002420	0	1	1	0	1	3
OG0002421	0	1	0	1	1	3
OG0002422	0	1	1	0	1	3
OG0002423	0	2	0	0	1	3
OG0002424	0	1	1	0	1	3
OG0002425	0	1	1	0	1	3
OG0002426	0	1	1	0	1	3
OG0002427	0	1	1	0	1	3
OG0002428	0	2	1	0	0	3
OG0002429	0	2	0	0	1	3
OG0002430	0	1	1	0	1	3
OG0002431	0	1	1	0	1	3
OG0002432	0	1	2	0	0	3
OG0002433	0	1	1	0	1	3
OG0002434	0	1	1	0	1	3
OG0002435	0	1	0	1	1	3
OG0002436	0	1	1	0	1	3
OG0002437	0	1	1	0	1	3
OG0002438	0	1	1	0	1	3
OG0002439	0	1	1	0	1	3
OG0002440	0	1	1	0	1	3
OG0002441	0	1	1	0	1	3
OG0002442	0	1	1	0	1	3
OG0002443	0	2	1	0	0	3
OG0002444	0	1	1	0	1	3
OG0002445	0	2	0	0	1	3
OG0002446	0	1	1	0	1	3
OG0002447	0	1	1	0	1	3
OG0002448	0	1	1	0	1	3
OG0002449	0	1	1	0	1	3
OG0002450	0	1	1	0	1	3
OG0002451	0	1	1	0	1	3
OG0002452	0	1	1	0	1	3
OG0002453	0	2	1	0	0	3
OG0002454	0	1	1	0	1	3
OG0002455	0	1	1	0	1	3
OG0002456	0	1	1	0	1	3
OG0002457	0	1	1	0	1	3
OG0002458	0	1	1	0	1	3
OG0002459	0	1	1	0	1	3
OG0002460	0	1	1	0	1	3
OG0002461	0	1	1	0	1	3
OG0002462	0	1	1	0	1	3
OG0002463	0	1	1	0	1	3
OG0002464	0	1	1	0	1	3
OG0002465	0	2	0	0	1	3
OG0002466	0	2	1	0	0	3
OG0002467	0	1	1	0	1	3
OG0002468	0	1	1	0	1	3
OG0002469	0	2	1	0	0	3
OG0002470	0	1	1	0	1	3
OG0002471	0	1	1	0	1	3
OG0002472	0	2	1	0	0	3
OG0002473	0	1	1	0	1	3
OG0002474	0	1	1	0	1	3
OG0002475	0	1	0	0	2	3
OG0002476	0	1	1	0	1	3
OG0002477	0	1	1	0	1	3
OG0002478	0	1	1	0	1	3
OG0002479	0	1	1	0	1	3
OG0002480	0	1	1	0	1	3
OG0002481	0	1	1	0	1	3
OG0002482	0	1	1	0	1	3
OG0002483	0	1	1	0	1	3
OG0002484	0	1	1	0	1	3
OG0002485	0	1	0	0	2	3
OG0002486	0	2	1	0	0	3
OG0002487	0	1	1	0	1	3
OG0002488	0	1	1	0	1	3
OG0002489	0	1	1	0	1	3
OG0002490	0	1	1	0	1	3
OG0002491	0	1	1	0	1	3
OG0002492	0	1	1	0	1	3
OG0002493	0	1	1	0	1	3
OG0002494	0	2	0	0	1	3
OG0002495	0	1	1	0	1	3
OG0002496	0	2	0	0	1	3
OG0002497	0	1	1	0	1	3
OG0002498	0	1	1	0	1	3
OG0002499	0	1	1	0	1	3
OG0002500	0	1	0	1	1	3
OG0002501	0	1	1	0	1	3
OG0002502	0	1	1	0	1	3
OG0002503	0	1	1	0	1	3
OG0002504	0	1	1	0	1	3
OG0002505	0	1	1	0	1	3
OG0002506	0	2	1	0	0	3
OG0002507	0	1	1	0	1	3
OG0002508	0	1	1	0	1	3
OG0002509	0	1	1	0	1	3
OG0002510	0	1	1	0	1	3
OG0002511	0	1	1	0	1	3
OG0002512	0	1	1	0	1	3
OG0002513	0	2	0	0	1	3
OG0002514	0	2	1	0	0	3
OG0002515	0	1	1	0	1	3
OG0002516	0	1	1	0	1	3
OG0002517	0	1	1	0	1	3
OG0002518	0	1	1	0	1	3
OG0002519	0	1	1	0	1	3
OG0002520	0	1	1	1	0	3
OG0002521	0	1	1	0	1	3
OG0002522	0	1	1	0	1	3
OG0002523	0	1	1	0	1	3
OG0002524	0	1	2	0	0	3
OG0002525	0	2	1	0	0	3
OG0002526	0	2	1	0	0	3
OG0002527	0	1	1	0	1	3
OG0002528	0	1	1	0	1	3
OG0002529	0	1	1	0	1	3
OG0002530	0	2	0	0	1	3
OG0002531	0	1	1	0	1	3
OG0002532	0	2	1	0	0	3
OG0002533	0	1	1	0	1	3
OG0002534	0	1	1	0	1	3
OG0002535	0	1	1	0	1	3
OG0002536	0	1	1	0	1	3
OG0002537	0	1	1	0	1	3
OG0002538	0	1	1	0	1	3
OG0002539	0	1	1	0	1	3
OG0002540	0	2	1	0	0	3
OG0002541	0	2	0	0	1	3
OG0002542	0	1	1	0	1	3
OG0002543	0	1	1	0	1	3
OG0002544	0	1	1	0	1	3
OG0002545	0	3	0	0	0	3
OG0002546	0	1	1	0	1	3
OG0002547	0	1	1	0	1	3
OG0002548	0	1	0	1	1	3
OG0002549	0	1	1	0	1	3
OG0002550	0	2	1	0	0	3
OG0002551	0	1	1	0	1	3
OG0002552	0	1	1	0	1	3
OG0002553	0	1	1	0	1	3
OG0002554	0	1	1	0	1	3
OG0002555	0	1	0	0	2	3
OG0002556	0	1	1	0	1	3
OG0002557	0	1	1	0	1	3
OG0002558	0	1	1	0	1	3
OG0002559	0	1	2	0	0	3
OG0002560	0	1	1	0	1	3
OG0002561	0	1	1	0	1	3
OG0002562	0	1	1	0	1	3
OG0002563	0	1	1	0	1	3
OG0002564	0	1	1	0	1	3
OG0002565	0	1	1	0	1	3
OG0002566	0	2	0	0	1	3
OG0002567	0	2	0	0	1	3
OG0002568	0	1	1	0	1	3
OG0002569	0	1	1	0	1	3
OG0002570	0	1	1	0	1	3
OG0002571	0	1	1	1	0	3
OG0002572	0	1	1	0	1	3
OG0002573	0	2	1	0	0	3
OG0002574	0	1	1	0	1	3
OG0002575	0	2	0	0	1	3
OG0002576	0	2	1	0	0	3
OG0002577	0	1	1	1	0	3
OG0002578	0	1	1	0	1	3
OG0002579	0	1	1	0	1	3
OG0002580	0	1	2	0	0	3
OG0002581	0	1	1	0	1	3
OG0002582	0	1	1	0	1	3
OG0002583	0	1	1	0	1	3
OG0002584	0	1	0	0	2	3
OG0002585	0	1	1	0	1	3
OG0002586	0	1	1	0	1	3
OG0002587	0	1	1	0	1	3
OG0002588	0	1	1	0	1	3
OG0002589	0	1	1	0	1	3
OG0002590	0	1	1	0	1	3
OG0002591	0	1	1	0	1	3
OG0002592	0	1	1	0	1	3
OG0002593	0	1	1	0	1	3
OG0002594	0	1	1	0	1	3
OG0002595	0	1	1	0	1	3
OG0002596	0	1	1	0	1	3
OG0002597	0	1	1	0	1	3
OG0002598	0	1	1	0	1	3
OG0002599	0	1	1	0	1	3
OG0002600	0	1	1	0	1	3
OG0002601	0	1	2	0	0	3
OG0002602	0	1	1	0	1	3
OG0002603	0	1	1	0	1	3
OG0002604	0	1	1	1	0	3
OG0002605	0	1	1	0	1	3
OG0002606	0	1	1	0	1	3
OG0002607	0	1	1	0	1	3
OG0002608	0	1	1	0	1	3
OG0002609	0	1	2	0	0	3
OG0002610	0	2	0	0	1	3
OG0002611	0	1	1	0	1	3
OG0002612	0	1	1	0	1	3
OG0002613	0	1	1	0	1	3
OG0002614	0	1	1	0	1	3
OG0002615	0	1	1	0	1	3
OG0002616	0	1	1	0	1	3
OG0002617	0	1	1	0	1	3
OG0002618	0	1	1	0	1	3
OG0002619	0	1	1	0	1	3
OG0002620	0	1	1	0	1	3
OG0002621	0	2	0	0	1	3
OG0002622	0	1	1	0	1	3
OG0002623	0	1	1	0	1	3
OG0002624	0	1	1	0	1	3
OG0002625	0	1	1	0	1	3
OG0002626	0	1	1	0	1	3
OG0002627	0	1	1	0	1	3
OG0002628	0	1	1	0	1	3
OG0002629	0	1	1	0	1	3
OG0002630	0	1	1	1	0	3
OG0002631	0	1	1	0	1	3
OG0002632	0	1	1	0	1	3
OG0002633	0	1	1	1	0	3
OG0002634	0	1	1	0	1	3
OG0002635	0	1	0	0	2	3
OG0002636	0	1	1	0	1	3
OG0002637	0	1	1	0	1	3
OG0002638	0	1	1	1	0	3
OG0002639	0	1	0	1	1	3
OG0002640	0	1	1	0	1	3
OG0002641	0	1	1	0	1	3
OG0002642	0	1	1	0	1	3
OG0002643	0	1	1	0	1	3
OG0002644	0	1	1	0	1	3
OG0002645	0	1	1	0	1	3
OG0002646	0	1	0	0	2	3
OG0002647	0	1	1	0	1	3
OG0002648	0	2	0	0	1	3
OG0002649	0	1	1	0	1	3
OG0002650	0	1	1	0	1	3
OG0002651	0	1	0	1	1	3
OG0002652	0	1	1	0	1	3
OG0002653	0	1	2	0	0	3
OG0002654	0	1	1	0	1	3
OG0002655	0	1	1	0	1	3
OG0002656	0	1	1	0	1	3
OG0002657	0	1	1	0	1	3
OG0002658	0	1	0	0	2	3
OG0002659	0	1	1	0	1	3
OG0002660	0	1	1	0	1	3
OG0002661	0	1	1	0	1	3
OG0002662	0	1	1	0	1	3
OG0002663	0	1	1	0	1	3
OG0002664	0	1	1	1	0	3
OG0002665	0	1	2	0	0	3
OG0002666	0	1	1	0	1	3
OG0002667	0	2	1	0	0	3
OG0002668	0	1	1	0	1	3
OG0002669	0	1	1	0	1	3
OG0002670	0	1	1	0	1	3
OG0002671	0	1	1	0	1	3
OG0002672	0	1	1	0	1	3
OG0002673	0	1	1	0	1	3
OG0002674	0	1	1	0	1	3
OG0002675	0	2	1	0	0	3
OG0002676	0	1	1	1	0	3
OG0002677	0	1	0	1	1	3
OG0002678	0	1	1	0	1	3
OG0002679	0	1	1	0	1	3
OG0002680	0	1	0	0	2	3
OG0002681	0	1	1	0	1	3
OG0002682	0	1	1	0	1	3
OG0002683	0	1	1	1	0	3
OG0002684	0	2	1	0	0	3
OG0002685	0	1	1	0	1	3
OG0002686	0	1	1	0	1	3
OG0002687	0	1	1	0	1	3
OG0002688	0	2	1	0	0	3
OG0002689	0	1	1	0	1	3
OG0002690	0	1	1	0	1	3
OG0002691	0	1	1	0	1	3
OG0002692	0	1	1	0	1	3
OG0002693	0	1	1	0	1	3
OG0002694	0	1	0	1	1	3
OG0002695	0	1	1	0	1	3
OG0002696	0	1	1	0	1	3
OG0002697	0	2	1	0	0	3
OG0002698	0	1	1	0	1	3
OG0002699	0	2	1	0	0	3
OG0002700	0	2	0	0	1	3
OG0002701	0	1	1	0	1	3
OG0002702	0	1	1	0	1	3
OG0002703	0	1	1	0	1	3
OG0002704	0	1	1	0	1	3
OG0002705	0	1	1	0	1	3
OG0002706	0	2	0	0	1	3
OG0002707	0	1	1	0	1	3
OG0002708	0	1	0	0	2	3
OG0002709	0	1	1	0	1	3
OG0002710	0	1	1	0	1	3
OG0002711	0	1	1	0	1	3
OG0002712	0	1	1	0	1	3
OG0002713	0	1	1	0	1	3
OG0002714	0	1	1	0	1	3
OG0002715	0	1	0	0	2	3
OG0002716	0	1	1	0	1	3
OG0002717	0	1	1	0	1	3
OG0002718	0	1	1	0	1	3
OG0002719	0	1	1	0	1	3
OG0002720	0	1	0	1	1	3
OG0002721	0	1	1	0	1	3
OG0002722	0	1	1	0	1	3
OG0002723	0	2	1	0	0	3
OG0002724	0	1	1	0	1	3
OG0002725	0	1	0	0	2	3
OG0002726	0	1	1	0	1	3
OG0002727	0	1	1	0	1	3
OG0002728	0	1	1	0	1	3
OG0002729	0	2	1	0	0	3
OG0002730	0	1	1	0	1	3
OG0002731	0	1	1	0	1	3
OG0002732	0	1	1	0	1	3
OG0002733	0	1	1	0	1	3
OG0002734	0	1	1	0	1	3
OG0002735	0	1	1	0	1	3
OG0002736	0	1	1	0	1	3
OG0002737	0	1	1	0	1	3
OG0002738	0	1	1	0	1	3
OG0002739	0	2	1	0	0	3
OG0002740	0	1	1	0	1	3
OG0002741	0	1	1	0	1	3
OG0002742	0	1	2	0	0	3
OG0002743	0	1	1	0	1	3
OG0002744	0	1	1	0	1	3
OG0002745	0	1	1	0	1	3
OG0002746	0	1	1	0	1	3
OG0002747	0	1	1	0	1	3
OG0002748	0	1	1	0	1	3
OG0002749	0	1	1	0	1	3
OG0002750	0	1	1	0	1	3
OG0002751	0	1	1	0	1	3
OG0002752	0	1	1	0	1	3
OG0002753	0	1	1	0	1	3
OG0002754	0	1	1	0	1	3
OG0002755	0	1	2	0	0	3
OG0002756	0	1	1	0	1	3
OG0002757	0	2	0	0	1	3
OG0002758	0	2	1	0	0	3
OG0002759	0	1	1	0	1	3
OG0002760	0	1	1	0	1	3
OG0002761	0	1	1	0	1	3
OG0002762	0	1	0	0	2	3
OG0002763	0	1	1	0	1	3
OG0002764	0	2	1	0	0	3
OG0002765	0	1	1	0	1	3
OG0002766	0	1	1	0	1	3
OG0002767	0	1	2	0	0	3
OG0002768	0	1	1	0	1	3
OG0002769	0	1	1	0	1	3
OG0002770	0	1	1	0	1	3
OG0002771	0	1	1	0	1	3
OG0002772	0	1	1	0	1	3
OG0002773	0	1	1	0	1	3
OG0002774	0	1	1	0	1	3
OG0002775	0	1	1	0	1	3
OG0002776	0	2	0	0	1	3
OG0002777	0	1	1	0	1	3
OG0002778	0	1	1	0	1	3
OG0002779	0	1	1	0	1	3
OG0002780	0	1	1	0	1	3
OG0002781	0	1	1	0	1	3
OG0002782	0	2	1	0	0	3
OG0002783	0	1	1	0	1	3
OG0002784	0	1	1	0	1	3
OG0002785	0	1	1	0	1	3
OG0002786	0	1	0	0	2	3
OG0002787	0	1	1	1	0	3
OG0002788	0	1	1	0	1	3
OG0002789	0	1	1	0	1	3
OG0002790	0	1	1	0	1	3
OG0002791	0	1	1	0	1	3
OG0002792	0	1	1	0	1	3
OG0002793	0	1	1	0	1	3
OG0002794	0	1	1	0	1	3
OG0002795	0	1	1	0	1	3
OG0002796	0	1	1	1	0	3
OG0002797	0	1	1	0	1	3
OG0002798	0	1	1	0	1	3
OG0002799	0	1	1	0	1	3
OG0002800	0	2	1	0	0	3
OG0002801	0	1	1	0	1	3
OG0002802	0	1	1	0	1	3
OG0002803	0	1	1	0	1	3
OG0002804	0	1	1	0	1	3
OG0002805	0	1	1	0	1	3
OG0002806	0	1	1	0	1	3
OG0002807	0	1	1	0	1	3
OG0002808	0	1	1	0	1	3
OG0002809	0	1	1	0	1	3
OG0002810	0	2	1	0	0	3
OG0002811	0	1	1	0	1	3
OG0002812	0	1	1	0	1	3
OG0002813	0	2	0	1	0	3
OG0002814	0	1	0	1	1	3
OG0002815	0	1	1	0	1	3
OG0002816	0	1	1	0	1	3
OG0002817	0	2	1	0	0	3
OG0002818	0	1	1	0	1	3
OG0002819	0	1	0	0	2	3
OG0002820	0	1	1	0	1	3
OG0002821	0	1	1	0	1	3
OG0002822	0	1	1	0	1	3
OG0002823	0	2	0	0	1	3
OG0002824	0	1	1	0	1	3
OG0002825	0	1	1	0	1	3
OG0002826	0	1	1	0	1	3
OG0002827	0	1	1	0	1	3
OG0002828	0	1	1	0	1	3
OG0002829	0	1	1	0	1	3
OG0002830	0	1	1	0	1	3
OG0002831	0	1	1	0	1	3
OG0002832	0	1	1	0	1	3
OG0002833	0	1	1	0	1	3
OG0002834	0	1	1	0	1	3
OG0002835	0	2	1	0	0	3
OG0002836	0	1	1	0	1	3
OG0002837	0	2	0	1	0	3
OG0002838	0	1	1	0	1	3
OG0002839	0	1	1	0	1	3
OG0002840	0	1	1	0	1	3
OG0002841	0	2	0	0	1	3
OG0002842	0	1	1	0	1	3
OG0002843	0	1	1	0	1	3
OG0002844	0	1	1	0	1	3
OG0002845	0	1	1	0	1	3
OG0002846	0	1	1	0	1	3
OG0002847	0	1	1	0	1	3
OG0002848	0	1	1	0	1	3
OG0002849	0	1	1	0	1	3
OG0002850	0	1	1	0	1	3
OG0002851	0	1	1	0	1	3
OG0002852	0	2	1	0	0	3
OG0002853	0	1	1	0	1	3
OG0002854	0	2	0	0	1	3
OG0002855	0	1	1	0	1	3
OG0002856	0	1	1	0	1	3
OG0002857	0	1	1	1	0	3
OG0002858	0	1	1	0	1	3
OG0002859	0	1	1	0	1	3
OG0002860	0	1	1	0	1	3
OG0002861	0	1	1	0	1	3
OG0002862	0	1	1	0	1	3
OG0002863	0	1	1	0	1	3
OG0002864	0	1	1	0	1	3
OG0002865	0	2	0	0	1	3
OG0002866	0	1	1	0	1	3
OG0002867	0	1	1	0	1	3
OG0002868	0	2	0	0	1	3
OG0002869	0	1	1	0	1	3
OG0002870	0	1	1	0	1	3
OG0002871	0	1	1	0	1	3
OG0002872	0	1	1	0	1	3
OG0002873	0	1	1	0	1	3
OG0002874	0	1	1	0	1	3
OG0002875	0	1	1	0	1	3
OG0002876	0	1	1	0	1	3
OG0002877	0	1	1	0	1	3
OG0002878	0	1	1	0	1	3
OG0002879	0	1	1	0	1	3
OG0002880	0	2	1	0	0	3
OG0002881	0	1	2	0	0	3
OG0002882	0	1	1	0	1	3
OG0002883	0	2	1	0	0	3
OG0002884	0	1	1	0	1	3
OG0002885	0	1	1	0	1	3
OG0002886	0	1	1	0	1	3
OG0002887	0	1	1	0	1	3
OG0002888	0	1	1	0	1	3
OG0002889	0	1	1	0	1	3
OG0002890	0	1	1	1	0	3
OG0002891	0	1	1	0	1	3
OG0002892	0	2	1	0	0	3
OG0002893	0	1	1	0	1	3
OG0002894	0	1	1	0	1	3
OG0002895	0	1	1	0	1	3
OG0002896	0	2	0	0	1	3
OG0002897	0	1	1	0	1	3
OG0002898	0	1	1	0	1	3
OG0002899	0	1	1	0	1	3
OG0002900	0	1	1	0	1	3
OG0002901	0	1	1	0	1	3
OG0002902	0	1	0	1	1	3
OG0002903	0	1	1	0	1	3
OG0002904	0	1	1	0	1	3
OG0002905	0	1	1	0	1	3
OG0002906	0	2	0	0	1	3
OG0002907	0	1	1	0	1	3
OG0002908	0	1	0	1	1	3
OG0002909	0	1	1	0	1	3
OG0002910	0	1	1	1	0	3
OG0002911	0	1	1	0	1	3
OG0002912	0	1	1	0	1	3
OG0002913	0	1	1	0	1	3
OG0002914	0	1	1	0	1	3
OG0002915	0	1	1	0	1	3
OG0002916	0	1	1	0	1	3
OG0002917	0	1	1	0	1	3
OG0002918	0	1	1	0	1	3
OG0002919	0	1	2	0	0	3
OG0002920	0	1	1	0	1	3
OG0002921	0	1	1	1	0	3
OG0002922	0	1	1	0	1	3
OG0002923	0	1	1	0	1	3
OG0002924	0	2	1	0	0	3
OG0002925	0	1	1	0	1	3
OG0002926	0	1	1	0	1	3
OG0002927	0	1	1	0	1	3
OG0002928	0	1	2	0	0	3
OG0002929	0	1	1	0	1	3
OG0002930	0	1	1	0	1	3
OG0002931	0	1	1	0	1	3
OG0002932	0	2	1	0	0	3
OG0002933	0	1	1	0	1	3
OG0002934	0	1	1	0	1	3
OG0002935	0	1	1	0	1	3
OG0002936	0	1	1	0	1	3
OG0002937	0	1	0	0	2	3
OG0002938	0	1	1	0	1	3
OG0002939	0	1	1	0	1	3
OG0002940	0	1	1	0	1	3
OG0002941	0	1	1	0	1	3
OG0002942	0	1	0	0	2	3
OG0002943	0	1	1	0	1	3
OG0002944	0	1	1	0	1	3
OG0002945	0	2	0	1	0	3
OG0002946	0	1	1	0	1	3
OG0002947	0	1	1	0	1	3
OG0002948	0	1	1	0	1	3
OG0002949	0	1	1	0	1	3
OG0002950	0	1	1	0	1	3
OG0002951	0	1	1	0	1	3
OG0002952	0	1	1	0	1	3
OG0002953	0	1	1	0	1	3
OG0002954	0	1	1	0	1	3
OG0002955	0	1	1	0	1	3
OG0002956	0	1	1	0	1	3
OG0002957	0	1	1	0	1	3
OG0002958	0	1	1	1	0	3
OG0002959	0	1	1	0	1	3
OG0002960	0	1	1	0	1	3
OG0002961	0	1	1	0	1	3
OG0002962	0	1	1	0	1	3
OG0002963	0	2	1	0	0	3
OG0002964	0	1	2	0	0	3
OG0002965	0	1	1	0	1	3
OG0002966	0	1	1	0	1	3
OG0002967	0	1	1	0	1	3
OG0002968	0	1	1	0	1	3
OG0002969	0	1	1	0	1	3
OG0002970	0	1	1	0	1	3
OG0002971	0	1	1	0	1	3
OG0002972	0	1	1	0	1	3
OG0002973	0	1	1	0	1	3
OG0002974	0	1	1	0	1	3
OG0002975	0	1	1	0	1	3
OG0002976	0	1	1	0	1	3
OG0002977	0	1	1	1	0	3
OG0002978	0	1	1	0	1	3
OG0002979	0	1	2	0	0	3
OG0002980	0	1	1	0	1	3
OG0002981	0	1	1	0	1	3
OG0002982	0	1	1	0	1	3
OG0002983	0	1	1	0	1	3
OG0002984	0	1	1	0	1	3
OG0002985	0	1	1	0	1	3
OG0002986	0	1	0	2	0	3
OG0002987	0	1	1	0	1	3
OG0002988	0	1	0	2	0	3
OG0002989	0	1	1	0	1	3
OG0002990	0	1	1	0	1	3
OG0002991	0	1	1	0	1	3
OG0002992	0	1	1	0	1	3
OG0002993	0	1	1	0	1	3
OG0002994	0	1	1	1	0	3
OG0002995	0	1	1	0	1	3
OG0002996	0	1	1	0	1	3
OG0002997	0	2	1	0	0	3
OG0002998	0	1	1	0	1	3
OG0002999	0	1	1	0	1	3
OG0003000	0	2	0	0	1	3
OG0003001	0	2	1	0	0	3
OG0003002	0	2	1	0	0	3
OG0003003	0	2	1	0	0	3
OG0003004	0	1	1	0	1	3
OG0003005	0	1	1	0	1	3
OG0003006	0	1	1	0	1	3
OG0003007	0	1	2	0	0	3
OG0003008	0	2	0	0	1	3
OG0003009	0	1	1	0	1	3
OG0003010	0	1	1	0	1	3
OG0003011	0	1	1	1	0	3
OG0003012	0	1	1	0	1	3
OG0003013	0	1	1	1	0	3
OG0003014	0	1	0	1	1	3
OG0003015	0	2	0	0	1	3
OG0003016	0	1	1	0	1	3
OG0003017	0	1	1	0	1	3
OG0003018	0	1	1	0	1	3
OG0003019	0	1	1	0	1	3
OG0003020	0	1	1	0	1	3
OG0003021	0	1	1	0	1	3
OG0003022	0	1	1	0	1	3
OG0003023	0	1	1	0	1	3
OG0003024	0	1	1	0	1	3
OG0003025	0	1	1	0	1	3
OG0003026	0	1	0	1	1	3
OG0003027	0	1	0	0	2	3
OG0003028	0	1	1	0	1	3
OG0003029	0	1	1	0	1	3
OG0003030	0	1	1	0	1	3
OG0003031	0	2	0	0	1	3
OG0003032	0	1	1	0	1	3
OG0003033	0	1	1	0	1	3
OG0003034	0	2	0	0	1	3
OG0003035	0	1	1	0	1	3
OG0003036	0	2	1	0	0	3
OG0003037	0	1	1	0	1	3
OG0003038	0	1	1	0	1	3
OG0003039	0	1	1	0	1	3
OG0003040	0	1	1	0	1	3
OG0003041	0	1	1	0	1	3
OG0003042	0	1	1	0	1	3
OG0003043	0	1	1	0	1	3
OG0003044	0	1	1	0	1	3
OG0003045	0	1	1	0	1	3
OG0003046	0	1	1	0	1	3
OG0003047	0	1	1	0	1	3
OG0003048	0	1	1	0	1	3
OG0003049	0	1	1	0	1	3
OG0003050	0	1	1	0	1	3
OG0003051	0	1	1	0	1	3
OG0003052	0	1	1	1	0	3
OG0003053	0	1	1	0	1	3
OG0003054	0	1	0	1	1	3
OG0003055	0	1	1	0	1	3
OG0003056	0	1	1	0	1	3
OG0003057	0	1	1	0	1	3
OG0003058	0	1	1	0	1	3
OG0003059	0	1	1	0	1	3
OG0003060	0	1	1	0	1	3
OG0003061	0	1	1	0	1	3
OG0003062	0	1	1	0	1	3
OG0003063	0	1	1	0	1	3
OG0003064	0	1	1	0	1	3
OG0003065	0	1	1	0	1	3
OG0003066	0	1	1	0	1	3
OG0003067	0	1	1	0	1	3
OG0003068	0	1	1	0	1	3
OG0003069	0	1	1	0	1	3
OG0003070	0	2	0	0	1	3
OG0003071	0	1	1	0	1	3
OG0003072	0	1	1	0	1	3
OG0003073	0	1	1	0	1	3
OG0003074	0	1	1	0	1	3
OG0003075	0	1	1	0	1	3
OG0003076	0	1	1	0	1	3
OG0003077	0	1	1	0	1	3
OG0003078	0	1	1	0	1	3
OG0003079	0	1	2	0	0	3
OG0003080	0	1	1	0	1	3
OG0003081	0	1	1	0	1	3
OG0003082	0	1	1	0	1	3
OG0003083	0	1	1	1	0	3
OG0003084	0	1	1	1	0	3
OG0003085	0	1	1	0	1	3
OG0003086	0	1	1	0	1	3
OG0003087	0	1	1	0	1	3
OG0003088	0	1	1	0	1	3
OG0003089	0	1	1	0	1	3
OG0003090	0	1	1	0	1	3
OG0003091	0	1	1	0	1	3
